source|source_Material|source_MaterialPrefixed|target_Material|target_MaterialName|target_MaterialType
TimeXtender|0243.010-00038|G0243.010-00038|4000002268|SCF-DS 1-  M20 x 140 -A4 HA SPB|ZHAL
TimeXtender|0243.010-00045|G0243.010-00045|4000002275|SCF-DS 1-  M20 x 280 -A4 HA SPB|ZHAL
TimeXtender|0243.010-00056|G0243.010-00056|4000002286|SCF-DS 1-  M24 x 285 -A4 HA SPB|ZHAL
TimeXtender|0552.030-00017|G0552.030-00017|4000002314|PS HDB S R-10/285|ZHAL
TimeXtender|0552.030-00024|G0552.030-00024|4000002321|PS HDB S R-10/355|ZHAL
TimeXtender|LIB10M|DLIB10M|3000020093|IS-AIS C-Lind.Typ B M10-EP medium H=5mm|ZHAW
TimeXtender|LIB12S-FV|DLIB12S-FV|3000020100|IS-AIS C-Lind.TypB M12-HDG short H=4,5mm|ZHAW
TimeXtender|LIB20M-FV|DLIB20M-FV|3000020107|IS-AIS C-Lind.TypB M20-HDG medium H=10mm|ZHAW
TimeXtender|LICF12|DLICF12|3000020114|IS-AIS C-Lindapter TYP CF M12-HDG|ZHAW
TimeXtender|LICW10-FV|DLICW10-FV|3000020121|IS-AIS C-Lindapter TYP CW M10-HDG|ZHAW
TimeXtender|LICW24|DLICW24|3000020128|IS-AIS C-Lindapter TYP CW M24-EP|ZHAW
TimeXtender|LIF308NC|DLIF308NC|3000020135|LIF308NC|ZHAW
TimeXtender|LIF316NBD|DLIF316NBD|3000020142|IS-AIS C-Lindapter TYP F3 M16-HDG NBD T|ZHAW
TimeXtender|LIF912NC|DLIF912NC|3000020149|IS-AIS C-Lindapter TYP F9 M12-EP NC|ZHAW
TimeXtender|LIFF08|DLIFF08|3000020156|IS-AIS C-Lindapter TYP FF M8-EP|ZHAW
TimeXtender|0351.090-00001|G0351.090-00001|3000021299|CA-TB HSR 50/30 HDG-8.8 M16 x 040|ZHAW
TimeXtender|0351.098-00007|G0351.098-00007|3000021306|CA-TB HSR 50/30 EPS-8.8 M20 x 120 WON|ZHAW
TimeXtender|0352.040-00003|G0352.040-00003|3000021313|CA-TB HZS 29/20 EPS-8.8 M12 x 050|ZHAW
TimeXtender|0352.060-00002|G0352.060-00002|3000021319|CA-TB HZS 38/23 EPS-8.8 M12 x 040|ZHAW
TimeXtender|0352.060-00015|G0352.060-00015|3000021326|CA-TB HZS 38/23 EPS-8.8 M16 x 080|ZHAW
TimeXtender|0352.060-00024|G0352.060-00024|3000021333|CA-TB HZS 38/23 A4-50 M12 x 030|ZHAW
TimeXtender|0352.070-00009|G0352.070-00009|3000021340|CA-TB HZS 41/22 A4-50 M16 x 050|ZHAW
TimeXtender|0352.080-00011|G0352.080-00011|3000021347|CA-TB HZS 53/34 A4-70 M16 x 060|ZHAW
TimeXtender|0352.090-00003|G0352.090-00003|3000021354|CA-TB HZS 64/44 EPS-8.8 M24 x 080|ZHAW
TimeXtender|0370.020-00001|G0370.020-00001|3000021361|GA-SA W-US M06 EP-DIN 440|ZHAW
TimeXtender|201024005|C0201024005|60000019|SC CRET SET 124 V28|ZNLA
TimeXtender|201028005|C0201028005|60000026|SC CRET SET 128 V29|ZNLA
TimeXtender|201034020|C0201034020|60000033|SC CRET SET 134 SEISMIC E60|ZNLA
TimeXtender|201040021|C0201040021|60000040|SC CRET SET 140 V32 SEISMIC E60|ZNLA
TimeXtender|201055000|C0201055000|60000047|SC CRET SET 155|ZNLA
TimeXtender|205002508|C0205002508|60000054|SC CRET SET 508 V20|ZNLA
TimeXtender|451201002|C0451201002|60000061|AC CRET SILENT SET M 945-946 S3|ZNLA
TimeXtender|451206002|C0451206002|60000068|AC CRET SILENT D 947 S3|ZNLA
Michel Delta|201040009|C0201040009|60000075|SC CRET SET 140 V75|ZNLA
Michel Delta|0201022020_E120|C0201022020_E120|60000082|SC CRET SET 122 SEISMIC E120|ZNLA
TimeXtender|0390.000-00002|G0390.000-00002|7000200343|GA-SA CS-SKM M12 A4-S=17 L=40|ZROH
TimeXtender|0391.000-00005|G0391.000-00005|7000200350|GA-SA CS-VBM M16 A4-D=25 L=40 t=4,5|ZROH
TimeXtender|0400.030-00002|G0400.030-00002|7000200356|GA-SA TR-GWS M 8 x 1000 A4-DIN 976-1|ZROH
TimeXtender|0400.060-00002|G0400.060-00002|7000200363|GA-SA TR-GWS M16 x 1000 A4-DIN 976-1|ZROH
TimeXtender|0403.060-00002|G0403.060-00002|7000200370|GA-SA SW-FED M10 A4-DIN 127 B|ZROH
TimeXtender|0523.010-00005|G0523.010-00005|7000200732|FI-DC T-FIXX-M12x95  EZP-Grey|ZROH
TimeXtender|0562.600-00005|G0562.600-00005|7000200380|SCF-WPA GL-42 22,0 kN 140x140-EM SC SBE|ZROH
TimeXtender|0729.020-00002|G0729.020-00002|7000200397|SC HSD M 22/300 S3|ZROH
TimeXtender|0729.040-00001|G0729.040-00001|7000200404|SC HSD F 20/300 S2|ZROH
TimeXtender|0736.010-00002|G0736.010-00002|7000200411|LS-KKT-RF-6131-2.0/2.5|ZROH
TimeXtender|0240.470-00004|G0240.470-00004|1000200812|SCF-FPA 5-M  8,0kN  60/100 -A4 SC Kit|ZFER
TimeXtender|0240.470-00016|G0240.470-00016|1000200819|SCF-FPA 5-M 34,0kN  70/150 -A4 SC Kit|ZFER
TimeXtender|0240.510-00007|G0240.510-00007|1000200825|SCF-FPA 5AZ-M 11,5kN  60/120-A4 SC Kit|ZFER
TimeXtender|0243.030-00007|G0243.030-00007|1000200832|SCF-DS 3-  M30 -A4 HA SO|ZFER
TimeXtender|0248.000-00016|G0248.000-00016|1000200839|SCF-SPV -  10,0   200-A4 HA RWT|ZFER
TimeXtender|0250.110-00010|G0250.110-00010|1000200850|SCF-WDI Holder Z2-250-  - HA WA-AC|ZFER
TimeXtender|0261.050-00019|G0261.050-00019|1000200856|SCF-ULZ -  60-6 240, LL17x 60-A4 HA UT|ZFER
TimeXtender|0300.010-00002|G0300.010-00002|1000200862|IS-AIS C-HCS VT41-22/3 HDG -plate|ZFER
TimeXtender|0300.010-00023|G0300.010-00023|1000200869|IS-AIS C-HCS VT41-57/2 HDG -base plate|ZFER
TimeXtender|0300.010-00038|G0300.010-00038|1000200876|IS-AIS C-HCS VT41-46/4s HDG -T-coupler|ZFER
TimeXtender|0971.009-00001|G0971.009-00001|1000201520|AC HTT Spec|ZFER
TimeXtender|0971.010-00110|G0971.010-00110|1000201526|AC HTT-4-25-120|ZFER
TimeXtender|0971.030-00010|G0971.030-00010|1000201825|AC HTT-8-25-100|ZFER
TimeXtender|0973.010-00002|G0973.010-00002|1000201539|AC HTF-B-125x80|ZFER
TimeXtender|1280.070-00010|G1280.070-00010|1000201547|IS-VIS HVG-SR-RM-M10-DIN582-EP|ZFER
TimeXtender|2001.042-00801|G2001.042-00801|1000201561|CC-C HR-HTA-CE 40/22 A4-0150|ZFER
TimeXtender|2001.080-00806|G2001.080-00806|1000201571|CC-C HR-HTA-CE 50/30 HDG-0300|ZFER
TimeXtender|2060.009-00001|G2060.009-00001|1000201581|PS HDB-Z|ZFER
TimeXtender|2242.009-00002|G2242.009-00002|1000201587|SCF-BRA SPC-STO PR-L4 PAC|ZFER
Michel Delta|509900000|C0509900000|1000201593|HALFEN SPEZ. DIVERSES|ZFER
TimeXtender|0385.070-00067|G0385.070-00067|7000200337|GA-SAHHB-HSKM16x40HDG-DINENISO401710.9|ZROH
TimeXtender|0390.000-00003|G0390.000-00003|7000200344|GA-SA CS-SKM M16 A4-S=22 L=50|ZROH
TimeXtender|0391.000-00006|G0391.000-00006|7000200351|GA-SA CS-VBM M20 A4-D=32 L=50 t=6,0|ZROH
TimeXtender|0400.040-00001|G0400.040-00001|7000200357|GA-SA TR-GWS M10 x 1000 EP-DIN 976-1|ZROH
TimeXtender|0400.060-00003|G0400.060-00003|7000200364|GA-SA TR-GWS M16 x  500 A4-DIN 976-1|ZROH
TimeXtender|0403.060-00003|G0403.060-00003|7000200371|GA-SA SW-FED M12 A4-DIN 127 B|ZROH
TimeXtender|0523.010-00105|G0523.010-00105|7000200733|FI-DC T-FIXX-M12x115  A4-White|ZROH
TimeXtender|0575.070-00001|G0575.070-00001|7000200390|BS-A-HGA-STO-M12-GPN700|ZROH
TimeXtender|0729.020-00003|G0729.020-00003|7000200398|SC HSD M 25/300 S3|ZROH
TimeXtender|0729.040-00004|G0729.040-00004|7000200405|SC HSD F 30/300 S2|ZROH
TimeXtender|ESD10350H|EESD10350H|1000200388|SC ESD F 10/350 S2|ZFER
TimeXtender|ESD15500H|EESD15500H|1000200395|SC ESD F 15/500 S2|ZFER
TimeXtender|ESD20400H|EESD20400H|1000200402|SC ESD F 20/400 S2|ZFER
TimeXtender|ESDQ10400H|EESDQ10400H|1000200409|SC ESD FQ 10/400 S2|ZFER
TimeXtender|ESDQ18350H|EESDQ18350H|1000200416|SC ESD FQ 18/350 S2|ZFER
TimeXtender|ESDQ25400H|EESDQ25400H|1000200423|SC ESD FQ 25/400 S2|ZFER
TimeXtender|HLD24H|EHLD24H|1000200430|SC HLD F 24 S2|ZFER
TimeXtender|HLD52D|EHLD52D|1000200437|SC HLD M 52 S3|ZFER
TimeXtender|HLDQ42H|EHLDQ42H|1000200444|SC HLD FQ 42 S2|ZFER
TimeXtender|MBTET20|EMBTET20|1000200451|MBT-Kupplung ET 20|ZFER
TimeXtender|0740.010-00010|G0740.010-00010|1000201307|LS-HA-TLA-6351-1.2-L175-RD16-EPS|ZFER
TimeXtender|0740.010-00020|G0740.010-00020|1000201314|LS-HA-TLA-6351-2.5-L115-RD24-EPS|ZFER
TimeXtender|0740.010-00031|G0740.010-00031|1000201321|LS-HA-TLA-6351-8.0-L385-RD42-EPS|ZFER
TimeXtender|0740.010-00042|G0740.010-00042|1000201328|LS-HA-TLA-6351-2.0-L183-RD20-A4|ZFER
TimeXtender|0740.030-00003|G0740.030-00003|1000201335|LS-HA-TRA-6319-0.8-L230-RD14-EP|ZFER
TimeXtender|0740.030-00014|G0740.030-00014|1000201342|LS-HA-TRA-6319-8.0-L780-RD42-EP|ZFER
TimeXtender|0740.050-00008|G0740.050-00008|1000201349|LS-HA-TPLA-6346-0.5-L30-RD12-A4|ZFER
TimeXtender|0740.050-00016|G0740.050-00016|1000201356|LS-HA-TPLA-6346-6.3-L84-RD30-A4|ZFER
TimeXtender|0740.130-00007|G0740.130-00007|1000201363|LS-HD-TLA-6360-12.5-L550-RD42-EPS|ZFER
TimeXtender|0740.130-00014|G0740.130-00014|1000201370|LS-HD-TLA-6360-10.0-L475-RD36-A4|ZFER
TimeXtender|0027.030-00008|G0027.030-00008|1000200676|CC-CG HKW- 100/8 A2-1000/2|ZFER
TimeXtender|0053.020-00003|G0053.020-00003|1000200683|HBS-05 - S-12/ 860|ZFER
TimeXtender|0053.020-00013|G0053.020-00013|1000200690|HBS-05 - S-20/ 1380|ZFER
TimeXtender|0053.529-00001|G0053.529-00001|1000200697|HBS-05 - Sonder Sonder|ZFER
TimeXtender|0058.030-00005|G0058.030-00005|1000200704|PC-HLB-M-20/200|ZFER
TimeXtender|0058.050-00005|G0058.050-00005|1000200711|PC-HLB-M-100/200|ZFER
TimeXtender|0070.100-00001|G0070.100-00001|1000200718|LS-TPA-UA-FU-1.25-L120-MF|ZFER
TimeXtender|0071.020-00003|G0071.020-00003|1000200725|LS-TPA-RC-R2-5.0|ZFER
TimeXtender|0072.010-00002|G0072.010-00002|1000200732|LS-TPA-RF-A1-5.0|ZFER
TimeXtender|0111.010-00003|G0111.010-00003|1000200739|BS-AS-KW-1,2-100-1000-A4|ZFER
TimeXtender|0971.010-00005|G0971.010-00005|1000201522|AC HTT-4-20-100|ZFER
TimeXtender|0971.020-00005|G0971.020-00005|1000201528|AC HTT-6-20-100|ZFER
TimeXtender|0972.010-00001|G0972.010-00001|1000201534|AC HTF-100|ZFER
TimeXtender|0973.010-00004|G0973.010-00004|1000201541|AC HTF-B-145x80|ZFER
TimeXtender|2001.040-00803|G2001.040-00803|1000201552|CC-C HR-HTA-CE 40/22 HDG-0250/3|ZFER
TimeXtender|2001.042-00804|G2001.042-00804|1000201563|CC-C HR-HTA-CE 40/22 A4-0300|ZFER
TimeXtender|2001.082-00008|G2001.082-00008|1000201574|CC-C HR-HTA-CE 50/30 A4-6070|ZFER
TimeXtender|2112.010-00009|G2112.010-00009|1000201583|BS-AS-KWL-1,5-170-1000-L4|ZFER
TimeXtender|2300.009-00001|G2300.009-00001|1000201588|BS-AS-HK5-SK-L4|ZFER
Michel Delta|AMRDA460B|EAMRDA460B|1000201595|AMR DELTAANKER 460 B|ZFER
TimeXtender|0432.060-00030|G0432.060-00030|3000021523|PIAC-WA HB-B-10  50- 56/125  R-|ZHAW
TimeXtender|0432.060-00070|G0432.060-00070|3000021530|PIAC-WA HB-B-10  20- 26/95  EZP-|ZHAW
TimeXtender|0432.250-00030|G0432.250-00030|3000021537|PIAC-WA HB-BZ-12 50-70/145 R- A4|ZHAW
TimeXtender|0432.260-00050|G0432.260-00050|3000021543|PIAC-WA HB-BZ-10 50-70/130 EZP-|ZHAW
TimeXtender|0432.270-00029|G0432.270-00029|3000021550|PIAC-WA HB-BZ-U- 8 15-26/80   EZP-|ZHAW
TimeXtender|0432.380-00020|G0432.380-00020|3000021557|PIAC-CIS HB-VMZ-A-125 100/250  A4|ZHAW
TimeXtender|0432.380-00071|G0432.380-00071|3000021564|PIAC-CIS HB-VMZ-A-170  20/225  A4|ZHAW
TimeXtender|0433.040-00039|G0433.040-00039|3000021571|PIAC-Dispenser HB-VM-X-  -|ZHAW
TimeXtender|0433.040-00100|G0433.040-00100|3000021578|PIAC-CIS HB-VMZ-HB-VMZ-C-280ml Dispenser|ZHAW
TimeXtender|0433.050-00001|G0433.050-00001|3000021584|PIAC-CCS HB-V-P-8  -  Capsule|ZHAW
TimeXtender|0560.010-00031|G0560.010-00031|4000003389|SF-G-UMA-18-1-360-OD-A4|ZHAL
TimeXtender|0920.900-00001|G0920.900-00001|4000003618|BC HIT HP FK-16-100|ZHAL
TimeXtender|0920.900-00009|G0920.900-00009|4000003626|BC HIT HP FK-24-100|ZHAL
TimeXtender|0930.900-00002|G0930.900-00002|4000003634|BC HIT SP FK-17-100|ZHAL
TimeXtender|0930.900-00015|G0930.900-00015|4000003647|BC HIT SP FK-30-100|ZHAL
TimeXtender|2562.090-00007|G2562.090-00007|4000003684|SCF-BRA PRO- 1 L= 750mm -L4 PAC|ZHAL
TimeXtender|2562.090-00015|G2562.090-00015|4000003692|SCF-BRA PRO- 3 L= 450mm -L4 PAC|ZHAL
TimeXtender|2562.090-00023|G2562.090-00023|4000003700|SCF-BRA PRO- 4 L= 550mm -L4 PAC|ZHAL
TimeXtender|2562.090-00030|G2562.090-00030|4000003707|SCF-BRA PRO- 5 L= 500mm -L4 PAC|ZHAL
TimeXtender|2562.090-00038|G2562.090-00038|4000003715|SCF-BRA PRO- 6 L= 600mm -L4 PAC|ZHAL
TimeXtender|0433.040-00136|G0433.040-00136|3000021581|PIAC-CIS -HB-VMU-C  - plus 410|ZHAW
TimeXtender|0433.050-00007|G0433.050-00007|3000021588|PIAC-CCS HB-V-P-24  -  Capsule|ZHAW
TimeXtender|0566.010-00014|G0566.010-00014|3000022014|CS-HBS-05-S-40 Gew.Muffe|ZHAW
TimeXtender|0715.010-00002|G0715.010-00002|3000022675|2030-10 WB Dreikantleiste|ZHAW
TimeXtender|0718.010-00001|G0718.010-00001|3000021618|DIS 40x60x 1 -KS, mS|ZHAW
TimeXtender|0718.020-00003|G0718.020-00003|3000021625|DIS 45x75x 5 -KS, oS|ZHAW
TimeXtender|0725.020-00002|G0725.020-00002|3000021643|HBS-05-12 -KS Nagelteller|ZHAW
TimeXtender|0729.100-00003|G0729.100-00003|3000022677|SC HSD SET 25/300 GV|ZHAW
TimeXtender|0729.120-00003|G0729.120-00003|3000022684|SC HSD SET-V 25/300 S3|ZHAW
TimeXtender|0730.020-00001|G0730.020-00001|3000022691|SC HSD CRET SET-V 122|ZHAW
TimeXtender|2058.250-50060|G2058.250-50060|3000021809|FDB II 25 / 5- 60|ZHAW
TimeXtender|2300.080-00014|G2300.080-00014|3000022834|BS-SB-HK5-S-8,0-250-L4|ZHAW
Michel Delta|0200550020_320|C0200550020_320|3000021814|SC CRET10 FP 20/320 P|ZHAW
Roman&Eline|DUMM0001.919-00079|DUMM0001.919-00079|3000021823|Dummy HBT Range|ZHAW
Roman&Eline|DUMM0001.919-00077|DUMM0001.919-00077|3000021830|Dummy HL/HM/HZL/HZM Range - >50, WB, FV|ZHAW
Roman&Eline|DUMM0001.919-00038|DUMM0001.919-00038|3000021844|Dummy HTA/HZA Range - <50, FV|ZHAW
Roman&Eline|DUMM0001.919-00065|DUMM0001.919-00065|3000021867|Dummy HW Range - 016, 0000, D01|ZHAW
Roman&Eline|DUMM0001.919-00072|DUMM0001.919-00072|3000021875|Dummy WDI Range - 026, 0001, D30|ZHAW
Roman&Eline|0062.010-00006|0062.010-00006|3000021882|HBS BRS-B500B-D=22mm FIX SIA (CH)|ZHAW
Roman&Eline|0001.919-00075|0001.919-00075|3000021889|HBS BRS-B500B-D=16mm BGS SIA (CH)|ZHAW
TimeXtender|0212.010-00011|G0212.010-00011|3000022157|SF-SUK A 320 -A4|ZHAW
TimeXtender|0221.000-00004|G0221.000-00004|3000022164|SF-SUK-TSG-1,5-2-M16-Ld21-A4|ZHAW
TimeXtender|0240.030-00001|G0240.030-00001|3000022171|SCF-FPA 5-G  5,0kN  60/ 90-A4  (S)|ZHAW
TimeXtender|0240.030-00008|G0240.030-00008|3000022178|SCF-FPA 5-G 11,5kN 130/190-A4  (M)|ZHAW
TimeXtender|0240.030-00015|G0240.030-00015|3000022185|SCF-FPA 5-G 22,0kN 220/300-A4  (L)|ZHAW
TimeXtender|0240.030-00025|G0240.030-00025|3000022192|SCF-FPA 5-G  5,0kN 270/350-A4 (XL)|ZHAW
TimeXtender|0240.040-00001|G0240.040-00001|3000022199|SCF-FPA 5A-G  5,0kN  60/ 90-A4  (S)|ZHAW
TimeXtender|0240.040-00008|G0240.040-00008|3000022206|SCF-FPA 5A-G 11,5kN 130/190-A4  (M)|ZHAW
TimeXtender|0240.040-00015|G0240.040-00015|3000022213|SCF-FPA G-5A 22,0kN-220/300 -A4 (L)|ZHAW
TimeXtender|0240.050-00043|G0240.050-00043|3000022220|SCF-FPA 5S-G 16,0kN 200/260-A4  (L)|ZHAW
TimeXtender|0240.060-00009|G0240.060-00009|3000022227|SCF-FPA 5Z-G 11,5kN-200/280 -A4 (L)|ZHAW
TimeXtender|0240.060-00018|G0240.060-00018|3000022234|SCF-FPA 5Z-G 34,0kN-220/280 -A4 (L)|ZHAW
TimeXtender|0240.070-00006|G0240.070-00006|3000022241|SCF-FPA5AZ-G8,0kN190/260-ar<=110-A4(L)|ZHAW
TimeXtender|0240.070-00013|G0240.070-00013|3000022248|SCF-FPA5AZ-G22,0kN60/130-ar<=170-A4(S)|ZHAW
TimeXtender|0240.070-00025|G0240.070-00025|3000022255|SCF-FPA5AZ-G46,0kN-100/160-ar<=230 (S)|ZHAW
TimeXtender|0240.080-00009|G0240.080-00009|3000022262|SCF-FPA 3-G 22,0kN 60/130 -A4  (M)|ZHAW
TimeXtender|0240.110-00004|G0240.110-00004|3000022269|SCF-FPA 3-R 16,0kN -A4|ZHAW
TimeXtender|0240.170-00005|G0240.170-00005|3000022276|SCF-FPA 5-M  8,0kN 110/180-A4  (M)|ZHAW
TimeXtender|0240.170-00012|G0240.170-00012|3000022283|SCF-FPA 5-M 16,0kN 200/260-A4  (L)|ZHAW
TimeXtender|0240.170-00019|G0240.170-00019|3000022290|SCF-FPA 5-M 46,0kN 100/160-A4  (S)|ZHAW
TimeXtender|0240.040-00004|G0240.040-00004|3000022202|SCF-FPA 5A-G  8,0kN  60/100-A4  (S)|ZHAW
TimeXtender|0240.040-00011|G0240.040-00011|3000022209|SCF-FPA 5A-G 16,0kN 150/190-A4  (M)|ZHAW
TimeXtender|0240.040-00018|G0240.040-00018|3000022216|SCF-FPA G-5A 34,0kN-220/290 -A4 (L)|ZHAW
TimeXtender|0240.060-00002|G0240.060-00002|3000022223|SCF-FPA 5Z-G  5,0kN-100/170 -A4 (M)|ZHAW
TimeXtender|0240.060-00013|G0240.060-00013|3000022230|SCF-FPA 5Z-G 22,0kN  60/130-A4  (S)|ZHAW
TimeXtender|0240.060-00021|G0240.060-00021|3000022237|SCF-FPA 5Z-G 46,0kN 230/290-A4  (L)|ZHAW
TimeXtender|0240.070-00009|G0240.070-00009|3000022244|SCF-FPA5AZ-G11,5kN200/270-ar<=135-A4(L)|ZHAW
TimeXtender|0240.070-00016|G0240.070-00016|3000022251|SCF-FPA5AZ-G34,0kN70/150-ar<=200-A4(S)|ZHAW
TimeXtender|0240.070-00029|G0240.070-00029|3000022258|SCF-FPA5AZ-G56,0kN110/180-ar<=280-A4(S)|ZHAW
TimeXtender|0240.080-00021|G0240.080-00021|3000022265|SCF-FPA 3-G 22,0kN 230/330-A4 (XL)|ZHAW
Michel Delta|DSDQ 400_SET|EDSDQ 400_SET|60000178|SC DSDQ SET 400|ZNLA
TimeXtender|0507.020-00001|G0507.020-00001|7000000156|FUE-28/15- 6,05 m Kombifüllung|ZROH
TimeXtender|159551115|C0159551115|7000000171|MONTAGESTAB D-110 Ø10 L=1150|ZROH
TimeXtender|BET16|EBET16|7000000208|BETINOX 1.4362 16MM RIPPENSTAHL|ZROH
TimeXtender|459501013|C0459501013|7000000235|SYLODYN HS RONDELLE HRB-6000 12.5XØ20MM|ZROH
TimeXtender|900101025|C0900101025|7000000243|BLE 1250X2500X025 S355|ZROH
TimeXtender|900101070|C0900101070|7000000250|BLE 1250X2500X070 S355|ZROH
TimeXtender|RIP30|ERIP30|7000000285|RIPINOX 1.4462 30MM|ZROH
TimeXtender|STA40|ESTA40|7000000293|STAIFIX 1.4429 40MM GERIPPT|ZROH
TimeXtender|900202010|C0900202010|7000000450|BETONSTAHL B500B Ø 10 MM RING|ZROH
TimeXtender|2242.140-00041|G2242.140-00041|1000004465|SCF-BRA NJ- 6 L=700mm -L4 PAC PA|ZFER
TimeXtender|2300.060-00017|G2300.060-00017|1000004511|BS-AB-HK5-P-12,0-130-300-1R-L4|ZFER
TimeXtender|2300.080-00015|G2300.080-00015|1000004536|BS-SB-HK5-S-12,0-130-L4|ZFER
TimeXtender|2300.110-00083|G2300.110-00083|1000004570|BS-AB-HK5-F-12,0-210-1245-L4|ZFER
TimeXtender|451060503|C0451060503|1000005018|AC CRET SILENT-BD 100X100|ZFER
Michel Delta|0451060503_110|C0451060503_110|1000005025|AC CRET SILENT-BD 110X110|ZFER
Michel Delta|0451060503_180|C0451060503_180|1000005032|AC CRET SILENT-BD 180X180|ZFER
Michel Delta|0451060501_150|C0451060501_150|1000005039|AC CRET SILENT-BHP 150X150|ZFER
TimeXtender|451060505|C0451060505|1000005046|AC CRET SILENT F 960-970 HLP S2|ZFER
TimeXtender|DSD65D|EDSD65D|1000005053|SC DSD M 65-S3|ZFER
TimeXtender|DSD150H|EDSD150H|1000200338|SC DSD F 150-S2|ZFER
TimeXtender|DSD50S100D|EDSD50S100D|1000200347|SC DSD-S M 50-100 S3|ZFER
TimeXtender|DURCHLAUF0101RM|EDURCHLAUF0101RM|1000200362|SC ED Config -|ZFER
TimeXtender|DURCHLAUF0205RM|EDURCHLAUF0205RM|1000200369|DURCHLAUF CORRFIX|ZFER
TimeXtender|2058.160-40060|G2058.160-40060|3000021799|FDB II 16 / 4- 60|ZHAW
TimeXtender|2058.210-50040|G2058.210-50040|3000021806|FDB II 21 / 5- 40|ZHAW
TimeXtender|2300.010-00014|G2300.010-00014|3000022831|BS-SB-HK5-U-8,0-250-L4|ZHAW
Michel Delta|0200550020_195|C0200550020_195|3000021811|SC CRET10 FP 20/195 P|ZHAW
Roman&Eline|DUMM0001.919-00049|DUMM0001.919-00049|3000021819|Dummy FK5 Range|ZHAW
Roman&Eline|DUMM0001.919-00074|DUMM0001.919-00074|3000021827|Dummy HL/HM/HZL/HZM Range - <50, A4, A2|ZHAW
Roman&Eline|DUMM0001.919-00061|DUMM0001.919-00061|3000021841|Dummy HSC Range - 045, 0001, B14|ZHAW
Roman&Eline|DUMM0001.919-00078|DUMM0001.919-00078|3000021848|Dummy HTA/HZA Range - >50, FV|ZHAW
Roman&Eline|DUMM0001.919-00069|DUMM0001.919-00069|3000021872|Dummy SUK Range|ZHAW
Roman&Eline|0062.010-00003|0062.010-00003|3000021879|HBS BRS-B500B-D=16mm FIX SIA (CH)|ZHAW
TimeXtender|0056.040-00001|G0056.040-00001|3000020658|HBT CH-s120- 8/15-1250 TYP 5|ZHAW
TimeXtender|0056.040-00013|G0056.040-00013|3000020665|HBT CH-120-12/15y-1250 TYP 5|ZHAW
TimeXtender|0056.050-00007|G0056.050-00007|3000020672|HBT CH-150-10/20-1250 TYP 5|ZHAW
TimeXtender|0056.050-00018|G0056.050-00018|3000020679|HBT CH-s150-10/15-1250 TYP 5|ZHAW
TimeXtender|0056.060-00007|G0056.060-00007|3000020686|HBT CH-190-10/20-1250 TYP 5|ZHAW
TimeXtender|0056.060-00019|G0056.060-00019|3000020693|HBT CH-190-14/15z-1250 TYP 5|ZHAW
TimeXtender|0056.070-00010|G0056.070-00010|3000020700|HBT CH-220-12/15y-1250 TYP 5|ZHAW
TimeXtender|0056.080-00007|G0056.080-00007|3000020707|HBT CH-280-10/20-1250 TYP 4|ZHAW
TimeXtender|0056.090-00003|G0056.090-00003|3000020714|HBT CH-210- 8/20-1250 TYP 4|ZHAW
TimeXtender|0056.110-00002|G0056.110-00002|3000020721|HBT CISA 120 10/15-1200|ZHAW
TimeXtender|0243.130-00007|G0243.130-00007|3000022444|SCF-DS 13-  10  160 -A4 HA SBS|ZHAW
TimeXtender|0243.130-00022|G0243.130-00022|3000022451|SCF-DS 13-  16  100 -A4 HA SBS|ZHAW
TimeXtender|0243.130-00029|G0243.130-00029|3000022458|SCF-DS 13-  16  240 -A4 HA SBS|ZHAW
TimeXtender|0243.130-00040|G0243.130-00040|3000022465|SCF-DS 13-  20  240 -A4 HA SBS|ZHAW
TimeXtender|0243.180-00021|G0243.180-00021|3000022472|SCF-DS 18-  16   80 -A4 HA SBPN|ZHAW
TimeXtender|0243.180-00029|G0243.180-00029|3000022479|SCF-DS 18-  16  240 -A4 HA SBPN|ZHAW
TimeXtender|0245.010-00007|G0245.010-00007|3000022486|SCF-HKZ -  28/15 200 -A4 HA RT|ZHAW
TimeXtender|0245.020-00009|G0245.020-00009|3000022493|SCF-HKZ -  38/17  75 -EP HA RT|ZHAW
TimeXtender|0245.030-00008|G0245.030-00008|3000022500|SCF-HKZ -  40/22  50 -EP HA RT|ZHAW
TimeXtender|0245.060-00002|G0245.060-00002|3000022507|SCF-HKZ GF- 38/17 100 -A4 HA RT|ZHAW
TimeXtender|0433.040-00101|G0433.040-00101|3000021579|PIAC-CIS HB-VMZ-HB-VMZ-C-420ml Dispenser|ZHAW
TimeXtender|0433.050-00003|G0433.050-00003|3000021585|PIAC-CCS HB-V-P-12  -  Capsule|ZHAW
TimeXtender|0566.010-00011|G0566.010-00011|3000022011|CS-HBS-05-S-26 Gew.Muffe|ZHAW
TimeXtender|0566.010-00205|G0566.010-00205|3000021592|CS-HBS-05-S-20 Gew.Muffe (CH)|ZHAW
TimeXtender|0716.150-00012|G0716.150-00012|3000021615|3126-60-15-20 Abstandshalter|ZHAW
TimeXtender|0718.010-00005|G0718.010-00005|3000021622|DIS 40x60 assortiert -KS, mS|ZHAW
TimeXtender|0725.010-00001|G0725.010-00001|3000021640|HBS-05-R/L Muffe-12|ZHAW
