Customer,CompanyID,UniqueCustomerNumber,CustName,Parent_Name,CustSegment,CustCategory,SalesGroup,RSM,LineDisc,STATE,DateOpened,CreatedDate,LTMsales,NewHalfenCust,CSG,InsideOutside,InsideFlag,Region,CustomerPillar,Country
005383,045,045-005383,Woodbine Construction Co Inc,,Regional Contractor,Contractor,GregHolsho,Con-Fab,,KY,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
005384,045,045-005384,Worcester Eisenbrandt,,Regional Contractor,Contractor,EJPfab,Con-Fab,,MD,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004961,045,045-004961,"Wurth Revcar Fasteners, Inc","Wurth Revcar Fasteners, Inc",Distributor- Local,Distributor,EJPfab,Con-Fab,,,3/26/2020,3/26/2020, -   ,New Halfen,,O,,,Other,
003914,045,045-003914,"WWJ Rebar, LLC","WWJ Rebar, LLC",Rebar Fabricator- Local,Fabricator,GregArnet,Con-Fab,FabricD,SC,8/19/2019,8/19/2019, -   ,,,O,,South,Other,US
003699,045,045-003699,"Wylaco Construction Supply Co, Wylaco Suppy Co",Wylaco Construction Supply Co,Distributor- Local,Distributor,RichBrownr,Con-Fab,DealerD,CO,3/19/2019,3/19/2019, -   ,,,O,,West,Other,US
005389,045,045-005389,Xcel Masonry/Homewood Homewood Public Safety,,Masonry Contractor,Contractor,GregArnet,Con-Fab,,AL,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
005391,045,045-005391,YKK AP America Inc,YKK AP America Inc,,,GregArnet,Con-Fab,,GA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,South,Other,US
003512,045,045-003512,"Z Contractors, Inc.","Z Contractors, Inc.",Regional Contractor,Contractor,GregHolsho,Con-Fab,DealerD,MI,8/8/2017,8/8/2017, -   ,,,O,,North,Other,US
001788,045,045-001788,Z&Z Manufacturing,Z&Z Manufacturing,Utility Precast Producer,Precast,EricNesset,Prec-Pres,PrecastD,NV,7/6/2007,11/27/2010, -   ,,,O,,West,Precast,US
005406,045,045-005406,zNER Construction Management,Sundry Sales,,,EJPfab,Con-Fab,,MA,3/26/2020,3/26/2020, -   ,New Halfen,,O,,North,Other,US
004956,045,045-004956,"Post Road Iron Works, Inc","Post Road Iron Works, Inc",Regional Contractor,Contractor,DonFowler,Con-Fab,,CT,3/26/2020,3/26/2020, (77),New Halfen,,O,,North,Other,US
003419,045,045-003419,"Alsina Forms Co., Inc.","Alsina Forms Co., Inc.",Heavy Forming Systems,Heavy Forming Systems,BrinFrazie,Con-Fab,DealerB,TX,10/10/2016,10/10/2016, (96),,,O,,South,Other,US
000766,045,045-000766,The Rigging Box Inc,The Rigging Box Inc,Distributor- Local,Distributor,EJPfab,Con-Fab,DealerD,VA,4/18/2007,11/27/2010, (100),,,O,,North,Other,US
003183,045,045-003183,Ram Tool - Pensacola,Ram Tool,Distributor- Regional,Distributor,GregArnet,Con-Fab,DealerA,FL,10/23/2014,10/23/2014, (110),,,O,,South,Other,US
002498,045,045-002498,"MARSA, INC","MARSA, INC",Masonry Contractor,Contractor,EJPfab,Con-Fab,,PA,7/27/2011,7/27/2011, (148),,,O,,North,Other,US
004441,045,045-004441,Form Services,Form Services Inc.,Glazing Contractor,Contractor,EJPfab,Con-Fab,,MD,3/26/2020,3/26/2020, (154),New Halfen,,O,,North,Other,US
001613,045,045-001613,"Clark Pacific - Irwindale, CA",Clark Pacific,Prestress Producer,Prestress Producer,EricNesset,Prec-Pres,PrecastA,CA,9/25/2009,11/27/2010, (389),,,O,,West,Precast,US
002415,045,045-002415,FA Wilhelm Const Co,FA WILHELM CONST CO,Regional Contractor,Contractor,GregHolsho,Con-Fab,,IN,5/12/2011,5/12/2011, (445),,,O,,North,Other,US
004689,045,045-004689,Knowles Industrial Svc Corp,Knowles Industrial Svc Corp,Regional Contractor,Contractor,EJPfab,Con-Fab,,ME,3/26/2020,3/26/2020, (623),New Halfen,,O,,North,Other,US
004653,045,045-004653,JH Findorff & Son Inc,JH Findorff & Son Inc,Regional Contractor,Contractor,RichBrownr,Con-Fab,,WI,3/26/2020,3/26/2020, (770),New Halfen,,O,,North,Other,US
005505,045,045-005505,"B & M Masonry, Inc.","B & M Masonry, Inc.",Masonry Contractor,Contractor,GregArnet,Con-Fab,,GA,6/16/2020,6/16/2020, (808),,,O,,South,Other,US
004589,045,045-004589,Hoar Construction,Hoar Construction,Regional Contractor,Contractor,LoriDykes,Con-Fab,,FL,3/26/2020,3/26/2020, (871),New Halfen,,O,,South,Other,US
000575,045,045-000575,Carter-Waters formerly Cma Supply Co Inc- Cin,White Cap,Distributor- Regional,Distributor,GregHolsho,Con-Fab,DealerA,OH,3/8/2004,11/27/2010," (1,280)",,CSG,O,,North,Other,US
000596,045,045-000596,El Paso Concrete Sys,El Paso Concrete Sys,Distributor- Local,Distributor,KelseyWahl,Con-Fab,DealerC,TX,10/11/1996,11/27/2010," (1,415)",,,O,,South,Other,US
003554,045,045-003554,Diamond Pre-Cast Concrete Ltd.,Diamond Pre-Cast Concrete Ltd.,Utility Precast Producer,Precast,ClintKilbo,Prec-Pres,PrecastD,BC,1/9/2018,1/9/2018," (1,703)",,,O,,West,Precast,CA
005409,045,045-005409,WC E Wareham #138,White Cap,White Cap,Distributor,EJPfab,Con-Fab,Whitecap50,MA,3/28/2020,3/30/2020," (1,786)",,CSG,O,,North,Other,US
004393,045,045-004393,Erection and Welding Contractors LLC,Erection and Welding Contractors LLC,Regional Contractor,Contractor,DonFowler,Con-Fab,,CT,3/26/2020,3/26/2020," (2,960)",New Halfen,,O,,North,Other,US
004267,045,045-004267,Contech Inc,Contech Inc,Regional Contractor,Contractor,KelseyWahl,Con-Fab,,OK,3/26/2020,3/26/2020," (3,916)",New Halfen,,O,,South,Other,US
004352,045,045-004352,Duke Glass,Duke Glass,Glazing Contractor,Contractor,KelseyWahl,Con-Fab,,TX,3/26/2020,3/26/2020," (4,377)",New Halfen,,O,,South,Other,US
005215,045,045-005215,The Glenrock Co,The Glenrock Co,Distributor- Regional,Distributor,GregHolsho,Con-Fab,,IL,3/26/2020,3/26/2020," (10,501)",New Halfen,,O,,North,Other,US
004032,045,045-004032,"Alliance Glazing Technologies, Inc","Alliance Glazing Technologies, Inc",Glazing Contractor,Contractor,GregHolsho,Con-Fab,,IL,3/26/2020,3/26/2020," (11,211)",New Halfen,,O,,North,Other,US
003583,045,045-003583,Ceco Concrete Construction - Tampa,"Ceco Concrete Construction, LLC",Regional Contractor,Contractor,LoriDykes,Con-Fab,LIST,FL,3/1/2018,3/1/2018," (63,947)",  ,,O,,South,Other,US
001157,044,044-001157,"White Cap, L.P. (#3046)",White Cap,White Cap,Distributor,,Con-Fab,,FL,9/9/2014,10/1/2014," 6,987,820 ",,CSG,O,,South,Other,US
001140,044,044-001140,Gate Precast (TX),Gate Precast,Architectural Producer,Precast,,Prec-Pres,,TX,9/9/2014,10/1/2014," 1,238,863 ",,,O,,South,Precast,US
001032,044,044-001032,Bedrock Concrete Corp.,Bedrock Concrete Corp.,Regional Tilt-up Contractor,Contractor,,Con-Fab,,NJ,9/9/2014,10/1/2014," 1,054,899 ",,,O,,North,Other,US
002241,044,044-002241,Beedie Construction Ltd,Beedie Construction Ltd,Regional Tilt-up Contractor,Contractor,,Con-Fab,,BC,5/8/2017,5/8/2017," 1,006,298 ",,,O,,West,Other,CA
001081,044,044-001081,"Conewago Enterprises, Inc.",Conewago Precast,Architectural Producer,Precast,,Prec-Pres,,PA,9/9/2014,10/1/2014," 733,657 ",,,O,,North,Precast,US
001092,044,044-001092,Coreslab Structures (CONN) Inc,Coreslab,Architectural Producer,Precast,,Prec-Pres,,CT,9/9/2014,10/1/2014," 605,961 ",,,O,,North,Precast,US
002138,044,044-002138,CRH Structural Concrete-Marmorith,CRH,Oldcastle Precast,Precast,BradNesset,Prec-Pres,,,2/17/2016,2/17/2016," 584,986 ",,,I,-,,Precast,BE
002369,044,044-002369,"Orion Commercial Construction, LTP","Orion Commercial Construction, LTP",Regional Tilt-up Contractor,Contractor,,Con-Fab,,BC,2/12/2019,2/12/2019," 505,322 ",,,O,,West,Other,CA
001160,044,044-001160,"High Concrete Technology, LLC",High Concrete Group,Architectural Producer,Precast,,Prec-Pres,,PA,9/9/2014,10/1/2014," 501,154 ",,,O,,North,Precast,US
002120,044,044-002120,"Architectural Precast Innovations, Inc.",Architectural Precast Innovations Inc.,Architectural Producer,Precast,,Prec-Pres,,PA,11/16/2015,11/16/2015," 489,513 ",,,O,,North,Precast,US
002161,044,044-002161,Turner Brothers LLC,Turner Brothers LLC,Regional Tilt-up Contractor,Contractor,,Con-Fab,,MA,5/13/2016,5/13/2016," 472,355 ",,,O,,North,Other,US
001145,044,044-001145,Gate Precast Company (TN),Gate Precast,Architectural Producer,Precast,,Prec-Pres,,TN,9/9/2014,10/1/2014," 464,420 ",,,O,,South,Precast,US
001319,044,044-001319,Wells Concrete,Wells Concrete,Architectural Producer,Precast,,Prec-Pres,,MN,9/9/2014,10/1/2014," 433,947 ",,,O,,North,Precast,US
001177,044,044-001177,"John Latta Associates, Inc.",John Latta Assc,Distributor- Regional,Distributor,,Con-Fab,,OR,9/9/2014,10/1/2014," 409,696 ",,,O,,West,Other,US
001072,044,044-001072,CMC Construction Services,CMC Construction,Distributor- Regional,Distributor,,Con-Fab,,TX,9/9/2014,10/1/2014," 406,333 ",,,O,,South,Other,US
002277,044,044-002277,T & T Construction of Central Florida,T & T Construction of Central Florida,Regional Tilt-up Contractor,Contractor,,Con-Fab,,FL,9/7/2017,9/7/2017," 402,289 ",  ,,O,,South,Other,US
002042,044,044-002042,American Contractors Supply,"American Contractors Supply, LLC - Atlanta, GA",Distributor- Regional,Distributor,,Con-Fab,,GA,1/7/2015,1/7/2015," 340,957 ",,,O,,South,Other,US
002019,044,044-002019,"Parsicon Builders, Inc.","Parsicon Builders, Inc.",Regional Tilt-up Contractor,Contractor,,Con-Fab,,NJ,11/5/2014,11/5/2014," 323,736 ",,,O,,North,Other,US
001249,044,044-001249,"Redondo Mfg., LLC","Redondo Mfg., LLC",Architectural Producer,Precast,,Prec-Pres,,TX,9/9/2014,10/1/2014," 311,662 ",,,O,,South,Precast,US
001132,044,044-001132,"Form Services, Inc.",Form Services Inc.,Distributor- Regional,Distributor,,Con-Fab,,MD,9/9/2014,10/1/2014," 310,401 ",,,O,,North,Other,US
001048,044,044-001048,"Brock White Canada Company, LLC",White Cap,Distributor- Regional,Distributor,,Con-Fab,,MN,9/9/2014,10/1/2014," 302,479 ",,CSG,O,,North,Other,US
001174,044,044-001174,J.W. Bird and Company Ltd.,JW Bird & Company LTD,Distributor- Regional,Distributor,,Con-Fab,,NS,9/9/2014,10/1/2014," 281,664 ",,,O,,North,Other,CA
002220,044,044-002220,Hardrock Concrete Placement Co Inc,Hardrock Concrete Placement Co Inc,Regional Tilt-up Contractor,Contractor,,Con-Fab,,AZ,4/7/2017,4/7/2017," 279,784 ",,,O,,West,Other,US
001286,044,044-001286,"Summit Concrete, LLC","Summit Concrete, LLC",Regional Tilt-up Contractor,Contractor,,Con-Fab,,MO,9/9/2014,10/1/2014," 254,479 ",,,O,,South,Other,US
001203,044,044-001203,"Mid America Precast, Inc.",Mid America Precast,Architectural Producer,Precast,,Prec-Pres,,MO,9/9/2014,10/1/2014," 252,014 ",,,O,,South,Precast,US
002183,044,044-002183,Coreslab Structures (Albuquerque) Inc,Coreslab,Architectural Producer,Precast,,Prec-Pres,,NM,7/28/2016,7/28/2016," 246,857 ",,,O,,West,Precast,US
002510,044,044-002510,Williams Equipment & Supply,White Cap,Distributor - National,Distributor,,Con-Fab,,TN,8/20/2021,8/20/2021," 231,096 ",,CSG,O,,South,Other,US
001300,044,044-001300,Tindall Corporation - TX Division,Tindall Concrete Corp,Architectural Producer,Precast,,Prec-Pres,,SC,9/9/2014,10/1/2014," 230,974 ",,,O,,South,Precast,US
001035,044,044-001035,Bethlehem Construction,Bethlehem Construction,Architectural Producer,Precast,,Prec-Pres,,WA,9/9/2014,10/1/2014," 230,807 ",,,O,,West,Precast,US
001144,044,044-001144,Gate Precast Company (NC),Gate Precast,Architectural Producer,Precast,,Prec-Pres,,NC,9/9/2014,10/1/2014," 227,805 ",,,O,,South,Precast,US
002209,044,044-002209,Forterra Structural Precast LLC,Forterra Structural Precast LLC,Architectural Producer,Precast,,Prec-Pres,,TX,1/16/2017,1/16/2017," 219,540 ",,,O,,South,Precast,US
001103,044,044-001103,CTU Precast,CTU Precast,Architectural Producer,Precast,,Prec-Pres,,CA,9/9/2014,10/1/2014," 207,058 ",,,O,,West,Precast,US
002393,044,044-002393,Construction Systems Marketing (UK) Ltd,Construction Systems Marketing (UK) Ltd,Distributor- International,Distributor,BradNesset,Con-Fab,,,5/10/2019,5/10/2019," 201,064 ",,,O,,,Other,GB
001079,044,044-001079,"Concrete Strategies, LLC",Concrete Strategies Llc,Regional Tilt-up Contractor,Contractor,,Con-Fab,,MO,9/9/2014,10/1/2014," 197,320 ",,,O,,South,Other,US
001182,044,044-001182,Kerkstra Precast,Kerkstra Precast Inc,Architectural Producer,Precast,,Prec-Pres,,MI,9/9/2014,10/1/2014," 191,280 ",,,O,,North,Precast,US
001058,044,044-001058,Castle for Building Materials,Castle for Building Materials,Distributor- International,Distributor,BradNesset,Con-Fab,,,9/9/2014,10/1/2014," 188,408 ",,,O,,,Other,AS
001002,044,044-001002,"Advance Precast, Ltd.","Advance Precast, Ltd.",Architectural Producer,Precast,,Prec-Pres,,BC,9/9/2014,10/1/2014," 156,113 ",,,O,,West,Precast,CA
001265,044,044-001265,"Seretta Construction, Inc.",Seretta Construction,Regional Tilt-up Contractor,Contractor,,Con-Fab,,FL,9/9/2014,10/1/2014," 154,669 ",,,O,,South,Other,US
001264,044,044-001264,Seretta Construction Texas LLC,Seretta Construction,Regional Tilt-up Contractor,Contractor,,Con-Fab,,TX,9/9/2014,10/1/2014," 146,113 ",,,O,,South,Other,US
001311,044,044-001311,Universal Concrete Products Corp.,Universal Concrete Products Corp.,Architectural Producer,Precast,,Prec-Pres,,PA,9/9/2014,10/1/2014," 137,507 ",,,O,,North,Precast,US
001011,044,044-001011,"American Constructors, Inc.","American Constructors, Inc.",Regional Tilt-up Contractor,Contractor,,Con-Fab,,TX,9/9/2014,10/1/2014," 134,502 ",,,O,,South,Other,US
001089,044,044-001089,Coreslab Structures (Tampa) Inc,Coreslab,Architectural Producer,Precast,,Prec-Pres,,FL,9/9/2014,10/1/2014," 130,768 ",,,O,,South,Precast,US
001097,044,044-001097,Coreslab Structures (Texas) Inc,Coreslab,Architectural Producer,Precast,,Prec-Pres,,TX,9/9/2014,10/1/2014," 125,800 ",,,O,,South,Precast,US
001296,044,044-001296,"Tilt-Up Concrete, Inc.","Tilt-Up Concrete, Inc.",Regional Tilt-up Contractor,Contractor,,Con-Fab,,NE,9/9/2014,10/1/2014," 125,608 ",,,O,,North,Other,US
001168,044,044-001168,"International Precast Solutions, LLC",International Precast Solutions LLC,Architectural Producer,Precast,,Prec-Pres,,MI,9/9/2014,10/1/2014," 122,733 ",,,O,,North,Precast,US
001220,044,044-001220,"Newcomb Construction Co., Inc.","Newcomb Construction Co., Inc.",Regional Tilt-up Contractor,Contractor,,Con-Fab,,WI,9/9/2014,10/1/2014," 117,742 ",,,O,,North,Other,US
002413,044,044-002413,Northeast Precast,"Northeast Precast, LLC",Architectural Producer,Precast,,Prec-Pres,,NJ,9/28/2019,10/2/2019," 115,116 ",,,O,,North,Precast,US
002499,044,044-002499,Little Walls Inc,,Regional Contractor,Contractor,,Con-Fab,,IA,6/16/2021,6/16/2021," 107,686 ",,,O,,North,Other,US
001324,044,044-001324,William E. Dailey Precast. LLC,William E. Dailey Inc,Architectural Producer,Precast,,Prec-Pres,,VT,9/9/2014,10/1/2014," 99,856 ",,,O,,North,Precast,US
001246,044,044-001246,"Ram Construction, Inc.","Ram Construction, Inc.",Regional Tilt-up Contractor,Contractor,,Con-Fab,,BC,9/9/2014,10/1/2014," 98,733 ",,,O,,West,Other,CA
001010,044,044-001010,American Construction Supply & Rental Inc.,American Construction Supply & Rental,Distributor- Regional,Distributor,,Con-Fab,,ID,9/9/2014,10/1/2014," 97,194 ",,,O,,West,Other,US
001231,044,044-001231,"Olympian Precast, Inc.",Olympian Precast,Architectural Producer,Precast,,Prec-Pres,,WA,9/9/2014,10/1/2014," 93,281 ",,,O,,West,Precast,US
001141,044,044-001141,Gate Precast Company (AL),Gate Precast,Architectural Producer,Precast,,Prec-Pres,,AL,9/9/2014,10/1/2014," 91,523 ",,,O,,South,Precast,US
001143,044,044-001143,Gate Precast Company (KY),Gate Precast,Architectural Producer,Precast,,Prec-Pres,,KY,9/9/2014,10/1/2014," 89,791 ",,,O,,North,Precast,US
001163,044,044-001163,"Huffcutt Concrete, Inc.","Huffcutt Concrete Co., Inc.",Architectural Producer,Precast,,Prec-Pres,,WI,9/9/2014,10/1/2014," 87,815 ",,,O,,North,Precast,US
002486,044,044-002486,Leviat,Leviat-Halfen,Distributor- International,Distributor,BradNesset,Con-Fab,,,2/15/2021,2/15/2021," 86,226 ",,,I,-,,Other,DE
001269,044,044-001269,Southland Concrete Corporation,Southland Concrete Corporation,Regional Tilt-up Contractor,Contractor,,Con-Fab,,VA,9/9/2014,10/1/2014," 85,883 ",,,O,,North,Other,US
001228,044,044-001228,"Ola Precast, LLC","OLA Precast, LLC",Architectural Producer,Precast,,Prec-Pres,,SD,9/9/2014,10/1/2014," 84,898 ",,,O,,North,Precast,US
001197,044,044-001197,Masons Supply Company,Masons Supply Company,Distributor- Regional,Distributor,,Con-Fab,,WA,9/9/2014,10/1/2014," 80,788 ",,,O,,West,Other,US
002366,044,044-002366,Collins Precast LLC,"Collins Precast, LLC",Utility Precast Producer,Precast,,Prec-Pres,,SD,1/11/2019,1/11/2019," 78,205 ",,,O,,North,Precast,US
001171,044,044-001171,J&R Slaw Inc.,J & R Slaw Inc.,Architectural Producer,Precast,,Prec-Pres,,PA,9/9/2014,10/1/2014," 71,512 ",,,O,,North,Precast,US
002045,044,044-002045,Midstate Precast L.P.,Midstate Precast L.P.,Architectural Producer,Precast,,Prec-Pres,,CA,1/13/2015,1/13/2015," 70,135 ",,,O,,West,Precast,US
001299,044,044-001299,Tindall Corporation - SC Division,Tindall Concrete Corp,Architectural Producer,Precast,,Prec-Pres,,SC,9/9/2014,10/1/2014," 67,800 ",,,O,,South,Precast,US
002248,044,044-002248,RiteTech Construction Ltd,RiteTech Construction Ltd,Regional Tilt-up Contractor,Contractor,,Con-Fab,,BC,6/6/2017,6/6/2017," 67,215 ",,,O,,West,Other,CA
002471,044,044-002471,"M & W Precast, LLC","M & W Precast, LLC",Architectural Producer,Precast,,Prec-Pres,,PA,10/7/2020,10/7/2020," 66,229 ",,,O,,North,Precast,US
001060,044,044-001060,Cemstone Products Company,Cemstone Products Company,Distributor- Regional,Distributor,,Con-Fab,,MN,9/9/2014,10/1/2014," 66,106 ",,,O,,North,Other,US
001230,044,044-001230,Oldcastle Precast Modular Grp.,Oldcastle Precast,Oldcastle Precast,Precast,House,Prec-Pres,,PA,9/9/2014,10/1/2014," 65,152 ",,,I,-,North,Precast,US
001055,044,044-001055,"Carter-Waters, LLC",Carter Waters Corp,Distributor- Regional,Distributor,,Con-Fab,,MO,9/9/2014,10/1/2014," 64,695 ",,CSG,O,,South,Other,US
002491,044,044-002491,Canterra Precast,Canterra Precast,Architectural Producer,Precast,,Prec-Pres,,MB,3/25/2021,3/25/2021," 62,550 ",,,O,,North,Precast,CA
001052,044,044-001052,"Carroll Distributing & Construction Supply, Inc.",Carroll Construction Supply,Distributor- Regional,Distributor,,Con-Fab,,IA,9/9/2014,10/1/2014," 57,872 ",,,O,,North,Other,US
002261,044,044-002261,Morgan Keller Inc,Morgan Keller Inc,Regional Contractor,Contractor,,Con-Fab,,MD,7/27/2017,7/27/2017," 56,639 ",,,O,,North,Other,US
001188,044,044-001188,LG Beton NV,LG Beton NV,Architectural Producer,Precast,BradNesset,Prec-Pres,,,9/9/2014,10/1/2014," 52,288 ",,,O,,,Precast,BE
001194,044,044-001194,"MaCon Supply, Inc.",MaCon Supply Inc.,Distributor- Regional,Distributor,,Con-Fab,,MT,9/9/2014,10/1/2014," 51,657 ",,,O,,West,Other,US
001167,044,044-001167,International Concrete Products Inc.,International Concrete,Architectural Producer,Precast,,Prec-Pres,,WI,9/9/2014,10/1/2014," 47,469 ",,,O,,North,Precast,US
001218,044,044-001218,"New England Concrete Supply, LLC","New England Concrete Supply, LLC",Distributor- Regional,Distributor,,Con-Fab,,CT,9/9/2014,10/1/2014," 47,010 ",,,O,,North,Other,US
002488,044,044-002488,"Fabcon Precast, LLC","Fabcon Precast, LLC",Prestress Producer,Prestress Producer,,Prec-Pres,,NY,2/26/2021,2/26/2021," 46,060 ",,,O,,North,Precast,US
001263,044,044-001263,"Seretta Construction Mid-Atlantic, LLP",Seretta Construction,Regional Tilt-up Contractor,Contractor,,Con-Fab,,NC,9/9/2014,10/1/2014," 44,937 ",,,O,,South,Other,US
001004,044,044-001004,"Advanced Precast, Inc.","Advanced Precast, Inc.",Architectural Producer,Precast,,Prec-Pres,,ON,9/9/2014,10/1/2014," 44,420 ",,,O,,West,Precast,CA
002119,044,044-002119,"Brock White Company, LLC",White Cap,Distributor- Regional,Distributor,,Con-Fab,,MN,10/6/2015,10/6/2015," 42,771 ",,CSG,O,,North,Other,US
002490,044,044-002490,Haselden Construction,Haselden Construction,Regional Contractor,Contractor,,Con-Fab,,CO,3/22/2021,3/22/2021," 40,196 ",,,O,,West,Other,US
002405,044,044-002405,Cambro Construction Inc.,Cambro Construction Inc.,Regional Tilt-up Contractor,Contractor,,Con-Fab,,NM,7/19/2019,7/19/2019," 38,100 ",,,O,,West,Other,US
002481,044,044-002481,Strescon Limited,Strescon Limited,Prestress Producer,Prestress Producer,,Prec-Pres,,NB,12/22/2020,12/22/2020," 36,703 ",,,O,,North,Precast,CA
001095,044,044-001095,Coreslab Structures (Omaha) Inc,Coreslab,Architectural Producer,Precast,,Prec-Pres,,NE,9/9/2014,10/1/2014," 36,698 ",,,O,,North,Precast,US
001074,044,044-001074,Composite Global Solutions,Composite Global Solutions,Distributor- International,Distributor,BradNesset,Con-Fab,,,9/9/2014,10/1/2014," 36,173 ",,,O,,,Other,AU
001115,044,044-001115,"Doyle Contractors, Inc.","Doyle Contractors, Inc",Regional Tilt-up Contractor,Contractor,,Con-Fab,,WI,9/9/2014,10/1/2014," 34,984 ",,,O,,North,Other,US
002437,044,044-002437,The Lakewood Supply Company,Lakewood Supply Co.,Distributor- Regional,Distributor,,Con-Fab,,OH,3/9/2020,3/9/2020," 34,418 ",,,O,,North,Other,US
002478,044,044-002478,Everett and Associates,Everett and Associates,Regional Contractor,Contractor,,Con-Fab,,UT,12/8/2020,12/8/2020," 34,127 ",,,O,,West,Other,US
002431,044,044-002431,Teck Construction Ltd,Teck Construction Ltd,Regional Tilt-up Contractor,Contractor,,Con-Fab,,BC,1/22/2020,1/22/2020," 33,956 ",,,O,,West,Other,CA
001173,044,044-001173,"Joseph P Carrara & Sons, Inc.",Jp Carrara,Architectural Producer,Precast,,Prec-Pres,,VT,9/9/2014,10/1/2014," 32,515 ",,,O,,North,Precast,US
002492,044,044-002492,"Lobar, Inc.","Lobar, Inc.",Regional Contractor,Contractor,,Con-Fab,,PA,4/13/2021,4/13/2021," 30,906 ",,,O,,North,Other,US
002250,044,044-002250,Janzen Steel Buildings Ltd,Janzen Steel Buildings Ltd,Regional Contractor,Contractor,,Con-Fab,,SK,6/15/2017,6/15/2017," 29,810 ",,,O,,West,Other,CA
002416,044,044-002416,Prestressed Casting Co,Prestressed Castings,Architectural Producer,Precast,,Prec-Pres,,MO,10/11/2019,10/11/2019," 29,652 ",,,O,,South,Precast,US
002429,044,044-002429,Sac & Fox Tribe of the Mississippi in Iowa,Sac & Fox Tribe of the Mississippi in Iowa,Regional Contractor,Contractor,,Con-Fab,,IA,1/9/2020,1/9/2020," 28,860 ",,,O,,North,Other,US
002047,044,044-002047,Leesburg Concrete Company,Leesburg Concrete Co.,Utility Precast Producer,Precast,,Prec-Pres,,FL,1/20/2015,1/20/2015," 28,485 ",,,O,,South,Precast,US
001016,044,044-001016,"APS Precast, A Division of C&S Group Operations Ltd.",APS Precast div. of C&S Group,Architectural Producer,Precast,,Prec-Pres,,BC,9/9/2014,10/1/2014," 28,345 ",,,O,,West,Precast,CA
001073,044,044-001073,"Columbia Precast, LLC",Columbia Precast Llc,Architectural Producer,Precast,,Prec-Pres,,TN,9/9/2014,10/1/2014," 27,997 ",,,O,,South,Precast,US
002438,044,044-002438,Locke Solutions,"Locke Investments, LLC",Regional Contractor,Contractor,,Prec-Pres,,TX,3/12/2020,3/12/2020," 27,300 ",,,O,,South,Other,US
002398,044,044-002398,Halfen S.r.I. - Italy,Leviat-Halfen,Oldcastle Precast,Precast,BradNesset,Con-Fab,,,6/3/2019,6/3/2019," 27,224 ",,,I,-,,Precast,IT
001122,044,044-001122,"Easton Enterprises, Inc.","Easton Enterprises, Inc.",Distributor- Regional,Distributor,,Con-Fab,,MI,9/9/2014,10/1/2014," 26,967 ",,,O,,North,Other,US
001186,044,044-001186,"Lakelands Concrete Products, Inc.","Lakelands Concrete Products, Inc.",Utility Precast Producer,Precast,,Prec-Pres,,NY,9/9/2014,10/1/2014," 26,089 ",,,O,,North,Precast,US
002476,044,044-002476,Donald Scheffler Construction,Donald Scheffler Construction,Regional Contractor,Contractor,,Con-Fab,,CA,12/3/2020,12/3/2020," 20,726 ",,,O,,West,Other,US
002024,044,044-002024,Hughes General Contractors Inc,Hughes General Contractors Inc,Regional Tilt-up Contractor,Contractor,,Con-Fab,,UT,11/7/2014,11/7/2014," 19,962 ",,,O,,West,Other,US
001215,044,044-001215,National Concrete Accessories,National Concrete Acc,Distributor- Regional,Distributor,,Con-Fab,,ON,9/9/2014,10/1/2014," 19,633 ",,,O,,West,Other,CA
002493,044,044-002493,ConFab California LLC,ConFab California LLC,Regional Contractor,Contractor,,Prec-Pres,,CA,4/19/2021,4/19/2021," 17,931 ",,,O,,West,Other,US
002323,044,044-002323,Smith-Midland Corporation,Smith Midland Corp.,Architectural Producer,Precast,,Prec-Pres,,VA,5/22/2018,5/22/2018," 16,529 ",,,O,,North,Precast,US
002497,044,044-002497,"AJH Custom Homes, LLC","AJH Custom Homes, LLC",Regional Contractor,Contractor,,Con-Fab,,SC,5/19/2021,5/19/2021," 14,315 ",,,O,,South,Other,US
002487,044,044-002487,L&L Concrete,L&L Concrete,Regional Contractor,Contractor,,Con-Fab,,NE,2/15/2021,2/15/2021," 14,294 ",,,O,,North,Other,US
002381,044,044-002381,Nadeau Specialites de Construction (9225-6890 Quebec Inc.),Nadeau Specialites de Construction (9225-6890 Quebec Inc.),Distributor- Regional,Distributor,,Con-Fab,,QC,3/27/2019,3/27/2019," 13,597 ",,,O,,North,Other,CA
001208,044,044-001208,"Miron Construction Co., Inc.","Miron Construction Co., Inc.",Regional Contractor,Contractor,,Con-Fab,,WI,9/9/2014,10/1/2014," 13,341 ",,,O,,North,Other,US
002495,044,044-002495,John Gajewski,John Gajewski,Job/Other,Other,,Con-Fab,,IL,4/29/2021,4/29/2021," 12,143 ",,,O,,North,Other,US
002197,044,044-002197,McCann Concrete Products Inc.,McCann Concrete Products,Utility Precast Producer,Precast,,Prec-Pres,,IL,10/4/2016,10/4/2016," 12,084 ",,,O,,North,Precast,US
002474,044,044-002474,"Wells Foundation Solutions, Inc.","Wells Foundation Solutions, Inc.",Regional Contractor,Contractor,,Con-Fab,,NC,11/16/2020,11/16/2020," 11,773 ",,,O,,South,Other,US
